moves,winners
4m9l2h8i13b1a11i10k6h6d4l1m13c3m10m5g5h8h10a7d12j11l1g9g1i5f4f6a1k4a13j4j5l1l7k7e12a4b2g12m11j4g6j9k3k13h10b9m11d3j9c2a10d9d7g7m2k2b8l12d10h10f11c4h7f8k10j13e11m5c6b6g10e7a4c8c4e3c1b3f2l2c4k12b9j12f9i11h5i11b10c8e10g3b13g1c7l2d11e3l11f2j7b7c11g5m4d5k8d6m13a8f12h5j1d12c12g13i3a9b6c1f7j11k8m12l13d9f3g5e6l13f6k6f8b10l2m10i4i8j13l8g5a13k6i9a,white
7b1h7l12m8i9k4f13e9j9d1d3h2c8h12d12l13f10b4d5b3d8f5e3c9c13d13l3g2b1m3k1b11c7g13m6i5l5a7k2a2e8j13a4j3l13h9i2j2h4k10k11k6j4m5k10d7m2d3b5m8d11b6m4a12e8l9a5h10l10j2k9e4g10c8m3m8c11h2g4h5c11f8e12c1c7f11d12a12k7d10f7c13c6l1a7h7i11m1l9m6h12j2l11g5g3i12f12h1g13g6k10g10e13b9f11l2i3j6g11j5j1f7j4i12g2f2m12b13j4l8b12i5f10i3a1j13k10h4c1i11i7a6a10m6d1k9l6b5i9g,white
11k8c8g10i6h2g2c13d2h6k7f6g4h6d13e9l8j3h5h2a12c7a9g5g10c8m3l10h7b9h13l11a13a12k2m5a6m3m12b5l1g11d9f1a1d2j7l7c3c13i11m1m7h8e4f8k10b7m10j11f7i7k1b9a12h5i13m10e8f9e2f12a10m5f13b6i3e11g11l9i4g1l2l11j4k3b4a3a7d3i4c4e13g13f13k12j4j11b8d8i2k5m3g6c9j10g12e10f10d11c1f4m9m6l3d4i4l5e13j1c10a12i2d9b8l5b2b12m11h7g5c8h13c6e10l11e5d9k6a12d4d5k12f13h7j5j2e11i3k10k,white
13i13e2c2b4k8e5f8f1i6h7g2a9a1f5m9b10l6c5i7a6m13l3j8i3k4c1l2h6f11h9l9e11c13b12f9c12b12h12j6e8h10g11a13h4d10j6d1g13f4b4m9f6j7c10k7b11e11l12l2e3l12k13d1a12g6a3d11d1c5l1b12a7k10i2i2k13c10b5k6l7m6k1j10f12d4j1m5h3c10c4h3h4g13m3g13k12i8a5e8k3b2d10m9k1e12e8m8c2l9i1h3i9j11j4a5j2g9m13a9g2m9h8j3e11i8l10d12c8g8b1d10e3m7h9d4e4f13j1k11m7l7i6b6i4i5g11b7d7j2f8d11k11f7e,white
3a13k12b8h8i11c13j8j9i8f4e4a3l1a10i4k7g11k5m3j12i2i12d5k11d7b10f5d1g13d11l2b2a1k6h5g4g11j11e9b11m2g10l13e4m4c6b10j2j12c10k8d10h8m2h8g3f6i5a10e3h13m10b13h5i10d4f5l7i4j2m1m7m7d10g7h5f9c11f4b8e2d9k3e3g5e2l3i12a2k12h5j1j3b6e3m7f7c8l13b12m9f7l4d2e10m3c13g12k12g1e9e11b7k12e3d9d7a6m6l10c12f5h7e6g6c9h13a11a1i8a8c4l11h5c1f9g12j1b2c8b8k6k13l7j4h1d6a9l3k9m6j6d1h13i2f1l,black
13c12l1l6e3a10i7h5c2i9b3i4g5f12k10l12j11k8c8i3h5e10j1j4j6a1a8g6k4m4c4f4b1h13b12c2m5h2f12b2c8b3b12g8e13m6j8d12d7k2l2d10a9j11g5b5a3d4k3k5g9a8m5i3j3l7g11a12f3g10h4l7e9g11i13a13f9c6m11b7d11j6f3m13e1d2b9e5m5j4a11h5d8j11f2a11d1b9i1c10m4e13g9k7f3f1f4d3e8f7b7m9m12i2h10f7j13l1i10d7a11c12a13d5l2j13i5k10k6h2e2g6d8k4i9l12h11l1m9h6b7c13k8l6l13j3c8h6c12m9d6g12e7l9f1k1g1e11e10b11m4h,black
12d6d13b7c4b3b4l5c1c5l5d3k7k13f13j1d6k4i11i8m3d8b10k9d10l1j1f6m2k11j10e8h8k9i4c12e3c12j12c9m6c10c2l11k8i4a9h4m6a10d9k1e4g3h5e12b5a8f3l12l11d5m1l13e2c12f9l3a13c8j1k9j8a7j1h2h8c7g2f5g12m13k6j6e7l7b10i9c13a2e11e6g2g6b13d7h3i8l2j3e1a9e11b9a2m1i8e7f10m11a11f13g2d5b6l5j3g4e6i12h7d12i13l1g3f10j10g11c5i8g9g6f10h2i4d12k3j13i11l12g12a4k13h4f7a2b11h3m10f2a9b8d4j9f7m11m5f10b1m10a11g7i,white
10f5k2l4i2g6m13c13m7i9g4l11d6e10g11m3d3e7e10k4j13f12a12b6d10h6b3b8b5i12k7k10i4b8h13e7g7l8m9h12d9b4k7a3h3g12c9k5b2h9e3l7b2i8k9f5e11g13k13d1b13b5m1m6h12i1c4h8c13g7f10d11k11l13l10j6a5c3f12f8e2b8g8j11h5l2k12h11b11j11c4c1a3j1k9i2m2d10m1j2a1f8a4f12e8l6g2c9d6j12g10e2j7j7h10c5d3k12j11e4m10a12m6i10b1h11i6f13j6l,black
5d12k11d7h5k9h13f12a3l3a7b10k10g6k1l3h3i8j8l9l6g5e4k5b4l12g9g6h6c2k4b3j8c9m12d2b3d2l5c3e7g13d7f6e1i13i4e12f9k11f3f9j13m3b4i10h8i8d5a8e6f7l12h5i10b1m11h4m10c12c13j2h13b1c8k13e7k3m2m9f6b11b6d8g11g13c2j5l4c9i5g12b10f6j8b7d1k13l2g12l9a8h2d10e4d10l3k1a11c10i4f7e3c6a10m3g1e10d13h4h11e7c6m9e1j2e4j11a13g11i1d1f5h12i2c8m1g5f2a4a5m1b7j9d11k2i13k6l1h6i13a2f11m7i10a,black
3j5h6f9g12k8f13a6l3l7d13c2a12h8a5m4b2j7j7i9m10k1a6i13b8k8l10a12a12f9j11j12j10l9h2l13e5i13g7c13h13l6e5d3g11i10e6g4c2m10g13f2b4h5f11c2d12c11k2g10b12b8h11f9c11a8e1e4f3i1h5b12d7a5e6a7b4m11g8g8m3d1g7k8i5k1i12m3e6d1d1l3k9b2c1f5l9d9i1j3a4d3m9e3f2h9l8j1k6m6b2e10c10i11l11d5g6c2f10f12e10j4l7m13j5c6h6k7h6j4e7e10m10h8d13i12i3b9f12l3h12g1m11e4g4i9k3c4k7f11m5a8c13k1c7g2i8b4a7l11h10d13d11b,black
13l1c11a3g9c8g6h1d5f13f8i5a7k4g2c6e11k9g7g6d6l7i6b3a4h3i5g4a6f8b5i13e4l12e2k2h6g7d1g4j7c12g2i2b10h5l11e10l11i11h13k9e8e8j4f9b8d6m11c10b3b7h5j12a1e11b3l11g1i1m8m13b8k5k4c1l10i9i3m10d9m10c1b4k5e8h7j10e5m5h11m9k9j11d2a3c13g10m10k12l3k9l13i12c6j7m2m8f6k6a9h8a8l11j13a6c4b1a3d1h5d13h2j7b12m7f10g12d13c1j3j9a4e3f5c4m1f2g8c11l12h12k10f10a12f2e7l3h6i1k9d12j12b2d10j11f13m7a4d4i2l7e13d5b2f12i3e,black
2k3a9c8e6k1m3k7c10k1l4j7l5a3h4f13k2m3b5m8h5f5k11j8i9f10m12m9j2l11k13h13l3g9g3l7e9i2g7a11a12b2h8l3m9m10e4i7j1c6d8f2i2d13e7m3i12d3c13b9k7i5b6j8b1j1h11d4m8d11c2e13f10f1i10d3d12f10g7d10l8k13d12l13m2j9d10i11e10a8c1b7g7f12k5j12c4k6a6b6g10b1d4d8m6m1k6f4c6h12g11m12i12a3j13c2c9l13g7k11g11l8g4g4l7h5h8j12j5l11i11b5e12h6e5i3f9h6i13i5d2b5c13j4b11h,black
6a4b2b7e6c12a4a4d1m12d8e6i4f8b5g12l9g13g7d13d10m2c11l10g8c3d11c9i4e8i12h4i8f4g13i1a8l7g12c5h11j9b6j2i8h2m7a1e8m13b4k4l4j9h10l5f10f6k7m13j11g5l1k5k3m12g3c10j10a9l10d13f2h11k11e2l6e3h1g9m1h6b6d3i6f13e9a5c10b4h9k7k12m9e7l7b2a7f13a3g8d12i1b1i1c11f3j10c4c11i1f3l5e3k11d13l10e10h11b5b7j9d3f2e9f5j8g11h2k3e5m13k3a13c2d12k12f9j12j2g1d8a11m5i12e13m10i11a6m8j5d1j7h13h10k1l7i8k2f2j12b,black
6k12b6i1a6g13e2l4k6c9j12f6e4f11h2k10h11m3k10k8f11a3a9f1c3l13j2h8a9g2b12d11k13f2i4g5e12m10l7b2m8m1h11d7c6b11f9l13b5d5k8l5c10g8c11l8g3j3f4l8d5i5l4a7i13d7h4e13c7m11i1k6j6a10m8j1e12l9d6h1g10a11j4c12j5h10d9e5j2j3b10e7a13m3h11b5a1m4j7e10c13k11c7l13a12h7j2e6m11g10j12g11e9h9b12i13i13h12e3i2a9m3e3d8i9k10b5f3g13g2g7g3m1l6d1d4h3c8b12k10f4i5g5b5m4m1i12a9a13l2d8k2c1b10i12c9i7f1j6f8e,white
8j1m6h8k11c13b3j13k1b10m11d6b3a9j3m3h4l4j4k4m4f2a7c1g9b3i7k13c13l8m5f11h1k4g3c7g12m12c13e12k10c5d8b5m12b8f13f6m6i5l11a10e1a1f6f9k10g2m3g4c1h10b3b12h10k9i12e7e8i13m12i5h2l2b5e6e9d6c9g7f9f8e11e2j13d9e12g13j3e8g10a4h7d3k7b11j10j7m1c5k10d13g6d2h3d8c2k2c2e11f7i12l5a12f9l4b1j10i5b6j12a6a12j3l6k7j5i12d4e11g9h1e3f6g5g6l10l2f4i11k8d10h2d1i7h2i2g,black
2i8e6g5b5i2e9i4f11c12h12l2m4a7h7e11f9d9h1m1i7j2a12a7c1g9j7l13g11d10j10k4d5f5d5h12d7g3a6h6m5c4j7k11b13m1j6k5j5m7a3h10i4m8m9g13j12c3b1c7f8i11k3j6e3i10e8d12k2l4h4e12j12i2b8g10h4i5l8l12b3d9e13b11i9k13l10g8a1k10m11e8h6i13c13h1f6j1l7b12e12f1e10l4k10b5e11l9b12m2f1a3f10d2g7d3l13i9l8f9m3c7m2j,black
1d6k11l9h2g11b7b1h5h9b11c6h6c7g7j10d6a8g3l1a11d5e2i7c9k1b10g1g12m13b11j12b6e10b13l13d9g2a11i9f2e4j4l7e5i5k7i3k1j10h12a2l11e13f12h8k12k3j7h5m9i5l2j3h12i4k8c8i9m13i8l3g6g6d11g12l3m10e4i4b9e8f9d13e5f12d11h12j4a6j10j6b5d10i13a11m1l8j4f13c5c7a13j10m8h8d6f1m2m8e9a3a9l10c1c1e4e10f4c1i7d9j12g8a12c13g3c13k6i3f5j2f7l11f11a4m5g2c9c7m2b7k6m3d10l3b5a1k1f2d12e8m4h4d7f4g10k5b2k2h3i,black
2g7f1c11a5e2m5h13e4m12f5d6k9b9m4i1i1b11f3j8m2c8c8a4d11c9c6d6l8i2b9k9d1a7d11h10e4l3l6e8j11e3a7k7l8g5f2k3b2d8d6f8h11k6m8l8f11l7j10j9e10k6g10f2e3k7a13i5a5l7i3e10l6i6a6c1h12g1k2a10i12m12k11m4e4a3m2i11d13j2h9j5c3f9i10b12c10d10g4j12b4c3h11i11j9g11g3d13a7e13c7h7m5b9f13h12d1l1g11b8e6h5k13d7b2f13g12a12j12h13l3g1d13b10a1f5i3c13m2l4f13f5m10c12l12i1e10m4k6j5j9a7g10h1j6b12e4h9l9h,black
3h2j13l4e2g3b10k1d5g4b12b8f11h9h13j4c13m1i12g8j9i8e2b8l2h10a4m2i10b3g9b13h9l13d3k12l9a6i8b3i2k6a3c8i10m7l7m8k11g11d10d11i8g8m5m10g12j9g5k2l7c3j4k10l6b7k1h9d9k11f6e4a12e12f6k8h3d13b5i4i3f4d6g5l6j11b7j11k3e5c2d5f5e4j6f12a11e12i2c5h4f1j10c2m6c11a3m2f10j9e1k11c5a8a12c10i7b13a1e4h3a11m13f13c9j11l13k7g7e5j10f2a6d7f7h7a1f6h12m1g9m12k6m7d4g2e1c6l13e5b9f5d11j12h12d8d10h1b9c7i1a8c13i4l3l1m13g1l10e,black
5h7f11e11d11c5l9k7j3m10h3i8e2d10k3k12l8i6h10e7i8d8m2m9l8j7a1b6c7l3j3l6i5c9h7m1m8l8f2l5g9j11j7d7k7g6e8b7e10f7h6a1f11g3e10m9b12a4m2b4d7b13a1g11a13b10l13j12b3f13i5m12g13e5k4i3d1j4j6g9a2g4l1i9g1h2e1d12f9d6k1e12e11k4e1l11m13f11l3b2a2f12d13k10a12j10g6j3h13c8h7c13d5d11f1c5j4h2i13h12c,white
2g8i12c11k2m8h6h2h10m12h7g7b3a13k9h8e2l5f10j9i11g3i10h3m3k5e4h3l6g4c9b4b4m6e10d7h12l2k1g7f11j2a11c9g12f5l5h12b13a7a3b3j13c5j8k13g13f7e8m5i3g10f13d3h3f6d9l12a13j1e12j11d3d5b13l13e3c3e6k13b1i5m2d9k4a11h9f11m10i12i7j11l10a8g1m2b1a6f12d6m12e10g8j9c9m10l9d10b5g6l7i6j4g11f13i9e11i7m12m2j4j11b10e4i8l8b11e4k2i7d7c4l8c1b11a10c7l5c5d13h1l6c1d8f2f6i,white
9i11h6l8f11m6g8m1e8d3g3m4m10c4k4e8c10l10i5g10j11c7i6j3h6k2k13b12c12j6d11d3j13c12d12k12h6c7g9k6b8i9h4h7b7d2h11a3a6h13h13e2a4l11l3l4b11e1f12e5k7c9e10m3e11b3f10d12a7f6i8e12g2e5m3b1m7e7h7j13k1a4f2l10a5d5j2f2m13d10e12m10g5l1g4j13l3c12f5i5f9l2g10b5h1b11j12l9m2i2c8a8h5c3d1k4i8j11g9g7a11k8b8g9f13f1i4d13g4a11f11i1l8l3i5a6a9c4g7m9j6m2j6f13a12i2b5b6e1j13i3k4c1c10h1d2d,white
10l11h9k13m11l8i3c9m11j9c4g9g3i10f12i3h13l1m3k10b9j1l6f10a2k7e6a13h1j10j5j11d10i7f1k11f7a12a8e12m5e13e2l1i10e12g4k1f5d8h3l3j2c4a4d2b4l5c4h5k6j12c5g9a8c7c5a12f1b9f2i3d6i2g12h3m5m6c7d10d13b9l1h4i10c6b11m2e6m6l4j2d11c2m9h8g9b1a7m5l10k5h6k3g8j13j13a8l11i12l7i12k3e6g6e11g7k13c9i7h7g8f11a8d1g13i3b10g13g,black
13k12l6a10k12g7m1g13f4g9k2d8j10e13h13j7g11k8i2k2c3i8m11j4e4f2g1l2a2l3k1f6j3l8b9l11h1j11b10j7f1k13g7d12b3h12k12d10f7l9i13m9f7e12c7a7b6l4m2m4i1d11a11m1m3c3f8f5l8g5m13c2b8h12j3e4l13b5j5d8k5i9m8l12e2f6f1b4k11l10m1e8e6e4h3d10h9e5g3a11c3g9b8a2i13e12h10d5f6g4d9h4c13l7c10c3m5e3j4j6m7h6c5k13a13i6b5a1h13d1a8d8c5c2j11d6d11e9j6h12a10l10b9c9g5h10i7j9a2e11g10a7k12m5b3b4b6k4a12i1i,white
1g7g8l5c4k7i10k3b2k5k2g13f3h3i5d8f2l12g6a6i5e12e7a6e8c7c13c7h11h9j10g2a5b3m12h2e2h12i11l3l8m8a12m12j1j12a5i8d5g9c13i1k5f1b11m10c1a4h4g9f5m13b4m7e8b12k1h3g11i13d6g13g8i9l10f3f6c10h4a9g2f4f2j2d9d11b9k4c6j11j10l9b3j11d12c3a10j2c3c3d7d6m9m6d1m13h10d2m9h8h10i4j8g10m9i7b11f9e3e12b4i7j3k11k7m13l5h4d7k4l10e1i7l12f2i13j11c11a6h4e11e12d13k10a7f6f11g12l1c1d4b5j6l8j6k6b10b2b1f13e5l9a5a8k13m8e,white
4i12m6e8d2l5l10a8g2m10m6d2j6g5e13d7i10k5j13f6l4l8m10f9a11b10c13i10g5k10i12l4k5i12b3j11k11g12c4h6a12i7h4e4b13b12k9i4j11m3m1g6k3l12d9e1f10h5b11l13c5h4m3a7a12f6f1h13g2g12e7k1m12j9j6c8b6j3k12g10l10b11d7j9l7d2b8f1i11c9c7f9g8i2h11h2a10d1k3c3b2k9k9f9d11j4c10j5c3h11i8a13k8l1l7e5d4d7b13a2d7l6m6b3g8h1d7m8e5m7g9m3e2f8k3i13l13m8c11e12h11a10e9h13j4a7c12a6h1c9b3d1a2c8j4g1e6i2e5f4f5g3f1b13h5a13e1j11f2i,black
12g12d4i3h6g13l3c1i3i13i5e10j10h4j13m3k13j11d2d4e11j4h9k8j2c3j2m3g3b2b5h11k2j6b10m13f2k8c9j9f8b8g8l11g12b13e9m6h12m1m7b4b6j11h8m3f7a7g7h6f11f9i10l2h12k13g3m4m7m11m4g5k7l4f2f12a5i10k11a10g2a4c9h6l6c11l7c8f13b13k13h12f5g9g6m11e6i5d5l7i3l4k6e5f1b12h1h11b11c2g7d12l1e1f5c2i1a6d7e8d4d8h1d8e10d9c11i1g10c7j1c12e13c8i3d1l12i4l6k6a13a10b13d1k7k9d10e4a1j3e2l8k8a9a7f12c10f5j5b9b5a9l5m10a2e9e3a12j10i,black
3m2h12d2c5e10d2m11k6k7h10l10c1k4h1j11d11m4e7d6g8f8e12g2j9c8d8m7f1c6m5i12e8b11l8l13j6l3a13h4f7e8i11f8h3e9b9g1l7m12j13b6a1e9m3k3h12m9k4b5l13i7k4k4j5j3b4m11i10j3i13l12k1m7b2i10k6j12b2b9l1i9a9d12c7g10f2l1g5b12f12a11h8k5c5d13g3g9e13e4a5h11g6f5m5k12h11c7l6c13f8g1d4g10i1h3l5a10a9h13d2g6e8c7i6d5g10h11e2a3j7a11a13k2e7c6i11b4l6b7j3d10e2f1a13a2d4d4i8a1b2k5f9j12i13m10g3f1f11j9f9i6h3c10m4c10b,white
8i3e5k2j13c9g4h3l12c6b3k3h6i13m10c9c13b10f1l3f10l13k3i4k12f4l4f7f6f9e4c2h1j10j1m8b3j4a8a12m10k7g2b8e9d6l4g9i5l9a6k4j9j2l10m11f2m7l13j9m8k10i12i11i7m7b11a12d11d9k5g5e9h1d4d2g5f12b12e13d2a10g13h5d1h11e9f5c1k1a10e4m1g12k4e11k2d1c7c11l6h1e2c12j3m13f3g7a3b2f7h1b13l7e5a4b7i6j8f6a8c5i3c8m10h13i5h3a8d7d6g13e8j6e7j8l5m12h9b11j12a2k3d12l11b5j11c4i6m6d9l11m8g13a10d2e11h1f6c12g8h10b11g13g7k1i2i,black
2g13f1k10j11f12d1j12b12m5a9m4g7h8f4l1a13c3d11e9g4b12g1f10l10c8m9f1h13j4c4d1i4h12l3b12a10d8h1g9a2d4i11g10h5e3e5h11a12h8c7k8g13i9e6k7f1m13e6g5j5l6f11d3k7b13a12c5d13l1e2e2b11l9j3l9b6h8e2m10k4f6a7i2c4m3m5b11k5i6c11m7e1b1d7g11c10f6e11h3a3c5c2l8j12e13b6d6m8d10e9k5m2k8a9i2j6l2a2f7d11j12k8l12j7c3h9l10g5g12i10b10m13m2i6j9h4e5k8i1c9c3f3i4a4j2h12f3g3j6i5f11i13k13g7l13h10a4k7j7a9d13d11b1l8k8b6b10i,white
2l12a10i6h1i3h7f4d11j9l5j13j7e8g3k2k7d5f5m1g3f2m3i4e8l4c7a12b4k9a10l11h13a10a1l2g4b13b7m12l10c3a13c6a4m6k4a13d7b3j8c9k11g3d9h10j12c11a1k11c3l1d6b10h10f12d3m7h13k10e7l9m9j6d8i13g6c2i9g9c10m4f7g9e3b5a8e8d7c5i13h9f7i5h11d2a8m11k12k5c12j9i6i1e11i12h12i6g5e5g2e13e8f11b10d2f3c2h6e4l4j2b12g1b9b7j1h5d8h10b13l10g9d5k4h7k6m11l10k1m13f13m12f12e12m8a8k,black
13g5f13c8l3j7m11c3k11l10m1i12a2m9j11d4i5g7h2k11f3a13k4a13d6j1h12m12l2j10k1g7f11k3b13b3i6g10i8f8h9f8e4f10g8i2i13i10h2h7g7b5a10d2l2d9k10f13f9g2a9c12h3m9e13m3l11m5e1m2g12b5d8m9h11i4l5k8a9i7d10l4m4j4k11g8k4c2c6m7a7c7e6l8b13l8g9d3h12c6i12d4b5m4d4g5i7l12e3e9l1f8c,white
9a4g1f4m1j9h5f13e5h8l2i4k10d8b11l5e7j2f12j9e12m3k3d9l10c4d8m5i12c7l11f10h5c12d13k5g7f3c7i12b7e6c13b12h10a8e13f2c5m4j8j3h2g6f3i7c5d10k6a7g9f12l11e6j9i1k7d1m9g4a3l9c6h11c12e8h1i7k3f1l8d9d10j3j3e10i7a8g9b13h5b5k1e4b2l6i9m2m13a3b1d13j4l11g1a11k10l11m2b6b10m8a6k8i11d3m2k2j4c10e5l10g3a11h1c6d10f13c10b12g13m2a4f2d13l4e4h12i8f11i6m12a1g7m5a4i6e,black
2d13m10e8m12b8d5b8e12d1c1f13k11d13d12l12m6j11e7c8a13c7g10a13b4l3a6e6l1j8b13e8l4d4a2i9m10j9e2j2k5d5k3m8g4g5l3f10i13i9k8h5e5f3h3g7m8f5j1g3j10b2g11k10g5c3i9b13f7k4m12a6a1k12e10l12k4k2c4i13l2m2b7l10k6m5h4h4j7d12f10c10h4e5i4f1m9c7e13a6c6b11h6g6d5g4c7b13j8k11f12j11l10d9h5a3b3k9d3e9j7i11i9g1i2f6i8i11m12i6h13g2e9l11c2h11g1l1d3l1a1b3d11b9a9i11a12g1h2l8c6k6f3c7h7a10f11j9f,white
5j10h5h7d7b13f4d4f2m4l12j5i7g6b11e3h4j1j4c4k10i12l10k6m5l8g12a12b3m9k5c12g7i1m12m4i8m13h8h4a5f6e7j12k3l4e5g6c10b7a2d4m2c10d13g6d9a2b11a2g10j3g3i6l13m10f5m1e9g11l8f10a7m7k5b1f9m1a13i2k6h7e2i10l3k3b9d11g11d4b1g13l4g12f7c13c11f9i2l8a7l2f6g9c13d6j3e1k13b2a12h9l6k9b9h11j1b5e1d13j9j4h1c3j7h3d10c10e11h2h2e2j5a3f10m6f5d8l12c13a6i11m8c12d3a8b11b1i7f1h8d12e11c5k13k9f3c8i1l11i10g,black
9k6b3k7e11m11k7c7g6c11b13l6a7a8i12c3h6f3a2l3l1j12d9h2d5c13d12a7f11c13k6d3f4l9i4c13h4e4m7i2g4k4b10d11d3c2f1h11e2c12b11j9f9l3j7b4d11a8j3d2m10m5e8e5k5f5j2e11i5d2b1c8g9m4h5g13e8m13c4f4a6k13i10j3i1l10h4i10f9c11f6l4j7h1m1d9j7l5h8h11l3e1b5a8a2h8k2k5m1e12i12k5l13b3g1g9d12j12g6h6m2j1a12m9e10c8l9g13m3b3m8b9a11h1f12f10a13a1i4g7d6i7m13j6g7k1k2a8f7j5i9b,black
1l13k12i8k7a11h11c10j1i8e11d8i9j1a12d13e10i1h9e2d4e7j6h7d3m2k13i6m6g11f2g8c4k5k10d2e9m7f9g7e8m5e10m7i6f5g2m6d5j11g4i4c9f3l9i10l10e4b5i5l4f13m3k13l12j6b7g2c12c10g5c13g13d2b7c4a10c3d1m12a11j8l11i8a12l13h7k11l1g6l10b13a12b4d1e11k3g9l7m3b5h11a2j5f6k6i13b11b11e7b12m2i10f3e1d5a5m12e9b12f9k10k4l8j12g10h13j3j10a8g6e9c8f,black
6a5m5h7f1k3b8m12i4l5f7a10a10j4m3l7b7m5k5b11a5e10h13c13j8l4g5l3c13l5i10l1m4d11j2l4f4a13e13k9m10i8e3k4k13m2a6m12l13f12f2k7l12d6b13d10g12m10e1h12e13b6h11e7j5g12b5c9h11b10c6g1l7k3h8k9c4e11l10b13a9j12h6c8c1e2g7g7h3i9d13g12a10d6k10k6e10m12g2h8b6f3a1j7d7e11h8d8i2c2b2f3e4i5j8g2j1a11d9i9e12c11g1i12j11i4b7c3m9l3f11k11m3j3g1f13h12k6l13i5a9b8j5d4h11f8f6i8a9f11c3d4c7i2m9g6j8h9a2i6d10f,black
3b3i3m2h5k9j6l4i11c8b9b9i4g6f12b4k6j2j11g3k8d5f1d1m5d10b9d7e10m1k10l5j3j8g2f11k12d7a11d10h4l6a8j10e5b5l10d9e6c11a8m11j9c10g5c13e7b9m12l4e10i3a7i7h1e10j10f6m3f8k8l3c12m6b1h10a1g9f12i4b8a8h1j7d3d4m12c3h9a7f6k5e2d6d9g8e2e11b8i2g13b13l13m2b7g10c7c11l9k8f4c,black
13g4g2c3g3i4c7c3m8k13e6m4j7m4b4e8h10k10d8b7d8g7l7j1m8d13d10j10m3a1i3l7b6i3d2d6l9e8c5l12g10l7e6d6e7i1a6j12l4f4k11d11c5k2a2l12a6g9a12h5h7a2m2k13i4l8f5a11j4h11f6c11k10b13b5c9d1b6f13l5j9g2b13c11g5m10c4m2e9l10i9m1g2j10h3c11l8a12j1c6k2i3k9c13j8i5i11b9f4a5b12m12i6a5f5d2g10a13a12c4i12b11e5g12k7g1e2h12d9h1f10e6b9j12f1k10g1h1j11m12e10f,black
3k12d4b13d13g1g6k12h7h4e2l7i6d3l1l8b8f11f10k5f2a12e7c6g11k3c4f9g5c2b10l3i11m10f12f4i8i6c5h7b11d2h5l6j8g6e6l3e1b7j4k12c1k7e8j8k12m2d9k10h5b9c9e12l9i8c3d1f3g13l3a12g1i11g7m3j2c7k2g1a6f4h5g4m2j9a13b4a10g3m2i10e2m11l1d5e4g5k6m9j6i5d1m10d8m13c13j4j5j9h6h10i10m6b9l7g11i1e5i12a3h9m4l9f1h12i3f10c1j13a2e11e13m,black
10l2k11l8e7b9c6m12g9e11b8k12l12d1d6e8f4i4c2m4e5d12c9f10k7m5c1l9m5f13l12b4g10c3i1h2h8i10d13g4j9d8m9j10j7l5a3b10h6a6k2l5e7g10e3d8h12h13h7d11g7a13j2d11i10g3l4d13b2g6d7h10f4m4b9k9a4f3a6h12m9g2b13d1m1g6i5h10i13k6f3m3k12e4l3e2a11h2i1j1i5j9i7k3g3f11k5m12f1k3j3c12j5k8b12k11c3h11d8c7i11f11a11e7c7f8l6j13i9b4k5i10b4h10a8d,black
8m3e7g12l10j6j8g11c12e1b3i3j5e12g6m11k3k13e13h8d11a2d7m13j8a11j6i9j2k5c5b8c3b1a2l3c12k10h12c1i12m4b5d8b10d4d13b9e10e5f3l7h7l6g8f8h4i6e4c9m3g9c1j1f1d6f7f3d2c7b4l10m3f8e4j10a1k2j11g2g1g3a8l12a5k9k5a11m11d10b1l6l4h5m9f4g9b7k7a5l5i4f1m2i5j1h4e12f2m6k4a6a10f7j8i9g12d7e4m12j2b4k2f10g13k11l12b9a13l7c9i13c8k13g11f3m10k13f5h2a2h13m7i12h11h6c1c9l6b6d13i9d2e3h10c11i7d11b12i8j11e5g10i,black
12d12j12f5h6h13j12b10h3i6e8m10j9h6i4l7i9m7b7g1e8i9g12g8j5c3j5j1f11d5i2k4f13l6b5k9l13h1i9j5d4e4b13d1k6j3c2h10a10l3a4m11l5a2a7h5m8h6g7k12a12m4i7d2g11k6a7j10m7e11g2l12c1j12k3h6d4g10i1a7m12e5l6k3k2b1h8e5f10k12i13a2i6f13m6m1m7c5e9a8f9e9i10d10b9k8b4j8l10c3m10e3g2m13i2j7f3l9d9b13f6c13c4a9c7l11m13g3f2d1b13k13b11b2c11h11j1c8g11i4d3b11c8a12l8k11f1g10f7a5b2f3d3e5g,white
6k10g5k2b2h8i1k11m4c10c10j10i2m2c3b4a5a10m7c3k12f10b6f9h12k10k3j12a4m5f11c4h12e8g4i8c13b12c4l9i8j9a6h3f9l2d10l9e6g4k8b7a3g13d11d1a3c7b2i6m13i2a6b4f9g10f3l5m12l2l11j11g12d8l9j3h1m7e8e13f7g4b3m13a12i8h5c6i5d13l10a4j2f5i7j,black
13b10l1f10h2i5a13l4b8j3d1c8h1b4a2c5d5h13h6j9e4c2g5b7e1d10e4l13g7h8l11k1a11l8a1e1j2k6k5g12c12a2j1g9h5m10a13j9j13i13m1h4j9a6b8i11b8d13e6m12b10c5k2l3f7k4f3a4g12g9c5l11h2h3l6f10m3i10g10k1i9g11f10f11d8b11j5c6c10j13a3e5f3c7c3m12k3h12f1m1l9m6g13k8c4k7m12e4m12h4i10d2b9i12d5j10i6l9f8m6e8e7i9k12j4d3k13c2m6h11g5e2a6a11i7d5i6d10b3j2d12m12i6i9l7f2e4e7b7g9d11e11a11c11m8g4h2f13d12l7a8f7j1k9b13f7l3g3b8k,black
